yourlist:M202202226320BA52A5CE8FCD097CB85A53697A3542D570B	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
LOC577629	A0A7M7RAI8	A0A7M7RAI8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	430
LOC757285	A0A7M7N8I6	A0A7M7N8I6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3430
LOC757285	A0A7M7N8K6	A0A7M7N8K6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3570
LOC757285	A0A7M7N8P8	A0A7M7N8P8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3534
LOC757285	A0A7M7N8T4	A0A7M7N8T4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3577
LOC757285	A0A7M7N8U2	A0A7M7N8U2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3554
LOC757285	A0A7M7N8W8	A0A7M7N8W8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3536
LOC757285	A0A7M7NAM5	A0A7M7NAM5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3575
LOC757285	A0A7M7NBX6	A0A7M7NBX6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3491
LOC757285	A0A7M7SUR5	A0A7M7SUR5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3436
LOC757285	A0A7M7SUV4	A0A7M7SUV4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3325
LOC753373	A0A7M7G0W0	A0A7M7G0W0_STRPU	unreviewed	MFS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	497
LOC753373	A0A7M7HIS1	A0A7M7HIS1_STRPU	unreviewed	MFS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	509
LOC100891485	A0A7M7PQT9	A0A7M7PQT9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1658
LOC100891485	A0A7M7PS48	A0A7M7PS48_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1688
LOC100891485	A0A7M7PTW2	A0A7M7PTW2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1696
LOC100891485	A0A7M7PUI1	A0A7M7PUI1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1676
LOC105438996	A0A7M7NMV6	A0A7M7NMV6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	817
LOC589260	A0A7M7P9C0	A0A7M7P9C0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	285
LOC589260	A0A7M7PCE0	A0A7M7PCE0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	355
LOC587932	A0A7M7RGX3	A0A7M7RGX3_STRPU	unreviewed	Acyl_transf_3 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	798
LOC763532	A0A7M7N425	A0A7M7N425_STRPU	unreviewed	Squalene monooxygenase (EC 1.14.14.17)		Strongylocentrotus purpuratus (Purple sea urchin)	517
LOC577455	A0A7M7PEH8	A0A7M7PEH8_STRPU	unreviewed	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)		Strongylocentrotus purpuratus (Purple sea urchin)	2167
LOC577455	A0A7M7PFD3	A0A7M7PFD3_STRPU	unreviewed	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)		Strongylocentrotus purpuratus (Purple sea urchin)	2136
LOC577455	A0A7M7PFQ8	A0A7M7PFQ8_STRPU	unreviewed	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)		Strongylocentrotus purpuratus (Purple sea urchin)	2099
LOC577455	A0A7M7PG62	A0A7M7PG62_STRPU	unreviewed	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)		Strongylocentrotus purpuratus (Purple sea urchin)	1795
LOC577455	A0A7M7PH84	A0A7M7PH84_STRPU	unreviewed	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)		Strongylocentrotus purpuratus (Purple sea urchin)	2108
LOC577455	A0A7M7PI46	A0A7M7PI46_STRPU	unreviewed	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)		Strongylocentrotus purpuratus (Purple sea urchin)	2097
LOC577455	A0A7M7PI81	A0A7M7PI81_STRPU	unreviewed	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)		Strongylocentrotus purpuratus (Purple sea urchin)	2157
LOC577455	A0A7M7PK77	A0A7M7PK77_STRPU	unreviewed	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)		Strongylocentrotus purpuratus (Purple sea urchin)	2155
LOC577455	A0A7M7T380	A0A7M7T380_STRPU	unreviewed	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)		Strongylocentrotus purpuratus (Purple sea urchin)	2139
LOC577455	A0A7M7T397	A0A7M7T397_STRPU	unreviewed	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)		Strongylocentrotus purpuratus (Purple sea urchin)	2109
LOC576365	A0A7M7RF13	A0A7M7RF13_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	402
LOC588438	A0A7M7T4W6	A0A7M7T4W6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1936
LOC105440518	A0A7M7NUK2	A0A7M7NUK2_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	411
LOC105446523	A0A7M7N901	A0A7M7N901_STRPU	unreviewed	Sugar transporter SWEET1		Strongylocentrotus purpuratus (Purple sea urchin)	187
LOC581259	A0A7M7NGF1	A0A7M7NGF1_STRPU	unreviewed	HECT domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	906
LOC373241	Q9GQ58	Q9GQ58_STRPU	unreviewed	KRP170		Strongylocentrotus purpuratus (Purple sea urchin)	1081
LOC589805	A0A7M7HQA9	A0A7M7HQA9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1084
LOC589805	A0A7M7N3H2	A0A7M7N3H2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1076
LOC589805	A0A7M7N444	A0A7M7N444_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1044
LOC589805	A0A7M7STP2	A0A7M7STP2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1078
LOC589805	A0A7M7STU0	A0A7M7STU0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1074
LOC578400	A0A7M7RE11	A0A7M7RE11_STRPU	unreviewed	IGFBP N-terminal domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	284
LOC586135	A0A7M7NRP9	A0A7M7NRP9_STRPU	unreviewed	Raptor_N domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1307
LOC586135	A0A7M7NST2	A0A7M7NST2_STRPU	unreviewed	Raptor_N domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1272
LOC586135	A0A7M7SYE9	A0A7M7SYE9_STRPU	unreviewed	Raptor_N domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1320
LOC586135	A0A7M7SYG3	A0A7M7SYG3_STRPU	unreviewed	Raptor_N domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1285
LOC115924580	A0A7M7NYM8	A0A7M7NYM8_STRPU	unreviewed	cobW domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	261
LOC115924580	A0A7M7SZL8	A0A7M7SZL8_STRPU	unreviewed	cobW domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	261
LOC105440125	A0A7M7T501	A0A7M7T501_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	156
LOC100891343	A0A7M7PA19	A0A7M7PA19_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1360
LOC100891343	A0A7M7T240	A0A7M7T240_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1368
LOC581150	A0A7M7PPZ8	A0A7M7PPZ8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	782
LOC581150	A0A7M7PRN1	A0A7M7PRN1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	808
LOC581150	A0A7M7T536	A0A7M7T536_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	809
LOC115920671	A0A7M7N8W4	A0A7M7N8W4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	446
LOC762986	A0A7M7STI6	A0A7M7STI6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2025
LOC105440265	A0A7M7NCC1	A0A7M7NCC1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	210
LOC105440265	A0A7M7NTQ2	A0A7M7NTQ2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	205
LOC115920730	A0A7M7N9D6	A0A7M7N9D6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	515
LOC105436540	A0A7M7HJY0	A0A7M7HJY0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	269
LOC575706	A0A7M7TGA6	A0A7M7TGA6_STRPU	unreviewed	Ceh-10 homeodomain-containing homolog (Homeobox protein CHX10) (Visual system homeobox 2)		Strongylocentrotus purpuratus (Purple sea urchin)	450
LOC100893810	A0A7M7HM65	A0A7M7HM65_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	485
LOC753612	A0A7M7SZJ4	A0A7M7SZJ4_STRPU	unreviewed	Phosphodiesterase delta-like protein		Strongylocentrotus purpuratus (Purple sea urchin)	147
LOC105438813	A0A7M7NP06	A0A7M7NP06_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1125
LOC582329	A0A7M7NS62	A0A7M7NS62_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2136
LOC582329	A0A7M7NTF5	A0A7M7NTF5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2136
LOC582329	A0A7M7NU16	A0A7M7NU16_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1985
LOC582329	A0A7M7SYJ9	A0A7M7SYJ9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2174
LOC574964	A0A7M7HKY5	A0A7M7HKY5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1034
LOC579182	A0A7M7NGX5	A0A7M7NGX5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	917
LOC577465	A0A7M7LTE9	A0A7M7LTE9_STRPU	unreviewed	ENTH domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	577
LOC594022	A0A7M7NAW4	A0A7M7NAW4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	903
LOC590980	A0A7M7NN07	A0A7M7NN07_STRPU	unreviewed	DH domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	949
LOC580024	A0A7M7HFJ9	A0A7M7HFJ9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	437
LOC100893988	A0A7M7NVU1	A0A7M7NVU1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	547
LOC583152	A0A7M7NYI7	A0A7M7NYI7_STRPU	unreviewed	MACPF domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	570
LOC576611	A0A7M7HQC4	A0A7M7HQC4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	856
LOC576611	A0A7M7NR23	A0A7M7NR23_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	810
LOC100888728	A0A7M7HHB1	A0A7M7HHB1_STRPU	unreviewed	SAM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1148
LOC579663	A0A7M7P3P4	A0A7M7P3P4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1716
LOC100892832	A0A7M7PMG7	A0A7M7PMG7_STRPU	unreviewed	NTR domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1664
LOC582099	A0A7M7NGW6	A0A7M7NGW6_STRPU	unreviewed	Rho-GAP domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	806
LOC100889010	A0A7M7GGV5	A0A7M7GGV5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	602
LOC100889010	A0A7M7LTH5	A0A7M7LTH5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	613
LOC587196	A0A7M7HI13	A0A7M7HI13_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	211
LOC587196	A0A7M7RFY9	A0A7M7RFY9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	212
LOC591795	A0A7M7N9N8	A0A7M7N9N8_STRPU	unreviewed	Homeobox domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	526
LOC591795	A0A7M7N9X2	A0A7M7N9X2_STRPU	unreviewed	Homeobox domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	483
LOC591795	A0A7M7N9Y0	A0A7M7N9Y0_STRPU	unreviewed	Homeobox domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	458
LOC577813	A0A7M7HPI1	A0A7M7HPI1_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	400
LOC763417	A0A7M7G0G1	A0A7M7G0G1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	501
LOC763417	A0A7M7HER6	A0A7M7HER6_STRPU	unreviewed	BAG domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	437
LOC589938	A0A7M7STP9	A0A7M7STP9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	626
LOC589354	A0A7M7N4S3	A0A7M7N4S3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	478
LOC100888782	A0A7M7LT72	A0A7M7LT72_STRPU	unreviewed	C2H2-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	600
LOC100888782	A0A7M7P0V6	A0A7M7P0V6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	746
LOC587947	A0A7M7N2S0	A0A7M7N2S0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	746
LOC587947	A0A7M7N3H7	A0A7M7N3H7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	753
LOC587947	A0A7M7RGN5	A0A7M7RGN5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	771
LOC115926817	A0A7M7PBY2	A0A7M7PBY2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	338
LOC100891059	A0A7M7PL52	A0A7M7PL52_STRPU	unreviewed	Myb-like, SWIRM and MPN domain-containing protein 1		Strongylocentrotus purpuratus (Purple sea urchin)	1114
LOC100891059	A0A7M7PMD7	A0A7M7PMD7_STRPU	unreviewed	Myb-like, SWIRM and MPN domain-containing protein 1		Strongylocentrotus purpuratus (Purple sea urchin)	1115
LOC100891059	A0A7M7T4A7	A0A7M7T4A7_STRPU	unreviewed	Myb-like, SWIRM and MPN domain-containing protein 1		Strongylocentrotus purpuratus (Purple sea urchin)	1138
LOC100892742	A0A7M7PUY8	A0A7M7PUY8_STRPU	unreviewed	ADF-H domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	141
LOC576285	A0A7M7PQC6	A0A7M7PQC6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1234
LOC582361	A0A7M7TGU5	A0A7M7TGU5_STRPU	unreviewed	MFS_1_like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	722
LOC582475	A0A7M7PX97	A0A7M7PX97_STRPU	unreviewed	G_PROTEIN_RECEP_F3_4 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	691
LOC100893566	A0A7M7N716	A0A7M7N716_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	472
LOC100893566	A0A7M7N808	A0A7M7N808_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	470
LOC100887996	A0A7M7PUS3	A0A7M7PUS3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	201
LOC579073	A0A7M7RDI6	A0A7M7RDI6_STRPU	unreviewed	Protein kinase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	786
LOC589754	A0A7M7N992	A0A7M7N992_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	445
LOC115922877	A0A7M7NLP6	A0A7M7NLP6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	529
LOC575434	A0A7M7TG95	A0A7M7TG95_STRPU	unreviewed	ZP domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	405
LOC115924821	A0A7M7P3Z5	A0A7M7P3Z5_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	410
LOC100889704	A0A7M7N9T3	A0A7M7N9T3_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	415
LOC100893707	A0A7M7NQI9	A0A7M7NQI9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1823
LOC100893707	A0A7M7NR45	A0A7M7NR45_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1723
LOC581083	A0A7M7HDL4	A0A7M7HDL4_STRPU	unreviewed	Ankyrin_rpt-contain_dom domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	527
LOC581083	A0A7M7HK36	A0A7M7HK36_STRPU	unreviewed	Ankyrin_rpt-contain_dom domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	587
LOC581083	A0A7M7HKR2	A0A7M7HKR2_STRPU	unreviewed	Ankyrin_rpt-contain_dom domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	581
LOC579773	A0A7M7RDQ3	A0A7M7RDQ3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	380
LOC756453	A0A7M7PC72	A0A7M7PC72_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1321
LOC756453	A0A7M7T238	A0A7M7T238_STRPU	unreviewed	FAD-binding PCMH-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1265
LOC105445885	A0A7M7SZM0	A0A7M7SZM0_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	965
LOC586975	A0A7M7N9F8	A0A7M7N9F8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	709
LOC105441117	A0A7M7PFB4	A0A7M7PFB4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1170
LOC579018	A0A7M7PKY7	A0A7M7PKY7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	330
LOC579018	A0A7M7PMF3	A0A7M7PMF3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	336
LOC580390	A0A7M7GII2	A0A7M7GII2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	948
LOC580390	A0A7M7GM30	A0A7M7GM30_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	949
LOC580390	A0A7M7RBH0	A0A7M7RBH0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	961
LOC578754	A0A7M7NPT0	A0A7M7NPT0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1726
LOC115922668	A0A7M7NK79	A0A7M7NK79_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	962
LOC115922668	A0A7M7NKE7	A0A7M7NKE7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	873
LOC115922668	A0A7M7NKY5	A0A7M7NKY5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1045
LOC115922668	A0A7M7NM85	A0A7M7NM85_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	962
LOC115922668	A0A7M7SX61	A0A7M7SX61_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1045
LOC577137	A0A7M7PSU5	A0A7M7PSU5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	314
LOC578978	A0A7M7N6N1	A0A7M7N6N1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5241
LOC578978	A0A7M7N6P3	A0A7M7N6P3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5157
LOC578978	A0A7M7N6P7	A0A7M7N6P7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5156
LOC578978	A0A7M7N6P9	A0A7M7N6P9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5241
LOC578978	A0A7M7N6Q4	A0A7M7N6Q4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5070
LOC578978	A0A7M7N6Q8	A0A7M7N6Q8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4985
LOC578978	A0A7M7N6Q9	A0A7M7N6Q9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5155
LOC578978	A0A7M7N6S1	A0A7M7N6S1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4901
LOC578978	A0A7M7N6V3	A0A7M7N6V3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5325
LOC578978	A0A7M7N6W4	A0A7M7N6W4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5240
LOC578978	A0A7M7N6X5	A0A7M7N6X5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5073
LOC578978	A0A7M7N6Y1	A0A7M7N6Y1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5325
LOC578978	A0A7M7N6Z3	A0A7M7N6Z3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5240
LOC578978	A0A7M7N6Z4	A0A7M7N6Z4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5240
LOC578978	A0A7M7N705	A0A7M7N705_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5073
LOC578978	A0A7M7N715	A0A7M7N715_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4821
LOC578978	A0A7M7N784	A0A7M7N784_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5241
LOC578978	A0A7M7N795	A0A7M7N795_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5156
LOC578978	A0A7M7N7A9	A0A7M7N7A9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4986
